Accident_ID,Accident_Date,Year,Month,Day_of_Week,Time_of_Day,Province,District,Road_Type,Vehicle_Type,Weather,Cause_of_Accident,Severity,Deaths,Injuries,Vehicles_Involved
607,06/17/2023,2023,June,Saturday,Night,Gandaki,Syangja,Urban Road,Car,Clear,Over-speeding,Serious,0,2,4
608,08/30/2023,2023,August,Wednesday,Night,Koshi,Morang,Urban Road,Bus,Rainy,Careless Driving,Serious,0,4,3
609,05/24/2020,2020,May,Sunday,Afternoon,Bagmati,Kathmandu,Highway,Motorcycle,Clear,Poor Road Condition,Serious,0,3,3
610,08/04/2021,2021,August,Wednesday,Afternoon,Lumbini,Dang,Urban Road,Motorcycle,Clear,Careless Driving,Serious,0,5,2
611,01/29/2020,2020,January,Wednesday,Morning,Sudurpashchim,Kailali,Highway,Motorcycle,Rainy,Careless Driving,Minor,0,1,3
612,05/21/2022,2022,May,Saturday,Evening,Lumbini,Banke,Highway,Car,Clear,Over-speeding,Minor,0,0,2
613,11/06/2022,2022,November,Sunday,Night,Madhesh,Parsa,Highway,Jeep,Clear,Drunk Driving,Minor,0,2,4
614,07/14/2023,2023,July,Friday,Evening,Lumbini,Banke,Highway,Truck,Clear,Over-speeding,Minor,0,1,2
615,11/10/2020,2020,November,Tuesday,Afternoon,Sudurpashchim,Dadeldhura,Rural Road,Car,Clear,Careless Driving,Minor,0,1,2
616,06/14/2022,2022,June,Tuesday,Early Morning,Sudurpashchim,Dadeldhura,Highway,Motorcycle,Clear,Drunk Driving,Fatal,4,4,3
617,04/01/2023,2023,April,Saturday,Morning,Koshi,Morang,Urban Road,Motorcycle,Rainy,Poor Road Condition,Minor,0,1,1
618,02/20/2021,2021,February,Saturday,Afternoon,Gandaki,Syangja,Urban Road,Bus,Clear,Mechanical Failure,Serious,0,6,1
619,01/06/2024,2024,January,Saturday,Evening,Lumbini,Banke,Highway,Jeep,Clear,Poor Road Condition,Minor,0,2,1
620,03/04/2020,2020,March,Wednesday,Evening,Bagmati,Lalitpur,Rural Road,Motorcycle,Clear,Mechanical Failure,Minor,0,2,4
621,05/01/2021,2021,May,Saturday,Night,Sudurpashchim,Kanchanpur,Highway,Motorcycle,Rainy,Careless Driving,Minor,0,0,4
622,10/24/2021,2021,October,Sunday,Morning,Madhesh,Bara,Urban Road,Bus,Clear,Careless Driving,Minor,0,2,2
623,07/03/2020,2020,July,Friday,Early Morning,Lumbini,Dang,Rural Road,Car,Clear,Drunk Driving,Minor,0,0,3
624,01/17/2020,2020,January,Friday,Morning,Sudurpashchim,Dadeldhura,Urban Road,Car,Clear,Drunk Driving,Minor,0,2,3
625,07/18/2022,2022,July,Monday,Afternoon,Lumbini,Banke,Highway,Truck,Clear,Careless Driving,Minor,0,2,2
626,03/12/2021,2021,March,Friday,Afternoon,Lumbini,Rupandehi,Urban Road,Truck,Clear,Poor Road Condition,Minor,0,2,2
627,07/24/2022,2022,July,Sunday,Afternoon,Koshi,Morang,Urban Road,Motorcycle,Rainy,Over-speeding,Minor,0,1,4
628,10/14/2023,2023,October,Saturday,Morning,Gandaki,Tanahun,Urban Road,Motorcycle,Rainy,Over-speeding,Serious,0,3,1
629,08/29/2024,2024,August,Thursday,Night,Sudurpashchim,Kanchanpur,Highway,Motorcycle,Rainy,Mechanical Failure,Minor,0,0,4
630,08/29/2021,2021,August,Sunday,Morning,Lumbini,Banke,Urban Road,Motorcycle,Clear,Careless Driving,Serious,0,4,4
631,03/04/2021,2021,March,Thursday,Morning,Gandaki,Syangja,Rural Road,Car,Foggy,Drunk Driving,Serious,0,2,1
632,05/25/2023,2023,May,Thursday,Morning,Lumbini,Rupandehi,Highway,Motorcycle,Clear,Over-speeding,Fatal,6,1,3
633,11/18/2024,2024,November,Monday,Morning,Bagmati,Makwanpur,Highway,Motorcycle,Clear,Careless Driving,Serious,0,2,4
634,08/09/2021,2021,August,Monday,Afternoon,Koshi,Sunsari,Urban Road,Truck,Clear,Poor Road Condition,Minor,0,0,2
635,10/21/2020,2020,October,Wednesday,Night,Madhesh,Parsa,Highway,Bus,Clear,Over-speeding,Serious,0,2,2
636,05/14/2021,2021,May,Friday,Morning,Koshi,Jhapa,Urban Road,Motorcycle,Clear,Over-speeding,Fatal,4,2,3
637,01/16/2022,2022,January,Sunday,Evening,Lumbini,Dang,Urban Road,Motorcycle,Clear,Over-speeding,Minor,0,2,3
638,02/08/2021,2021,February,Monday,Morning,Karnali,Dailekh,Urban Road,Car,Foggy,Over-speeding,Minor,0,0,1
639,07/19/2020,2020,July,Sunday,Early Morning,Koshi,Jhapa,Urban Road,Car,Clear,Drunk Driving,Serious,0,4,1
640,05/31/2022,2022,May,Tuesday,Evening,Madhesh,Parsa,Highway,Motorcycle,Clear,Careless Driving,Fatal,6,2,4
641,02/28/2024,2024,February,Wednesday,Evening,Madhesh,Dhanusha,Urban Road,Jeep,Clear,Over-speeding,Minor,0,2,2
642,05/22/2022,2022,May,Sunday,Early Morning,Lumbini,Banke,Highway,Car,Clear,Drunk Driving,Serious,0,5,3
643,01/12/2023,2023,January,Thursday,Early Morning,Bagmati,Chitwan,Highway,Motorcycle,Foggy,Over-speeding,Serious,0,2,2
644,10/27/2023,2023,October,Friday,Afternoon,Karnali,Surkhet,Highway,Bus,Rainy,Over-speeding,Serious,0,4,2
645,04/23/2024,2024,April,Tuesday,Evening,Lumbini,Rupandehi,Highway,Motorcycle,Clear,Careless Driving,Minor,0,1,2
646,10/13/2024,2024,October,Sunday,Night,Koshi,Morang,Highway,Car,Clear,Drunk Driving,Minor,0,2,4
647,08/31/2020,2020,August,Monday,Night,Lumbini,Rupandehi,Highway,Car,Clear,Mechanical Failure,Serious,0,5,1
648,08/09/2024,2024,August,Friday,Evening,Bagmati,Kathmandu,Urban Road,Car,Foggy,Mechanical Failure,Minor,0,1,1
649,08/03/2021,2021,August,Tuesday,Morning,Gandaki,Kaski,Highway,Motorcycle,Clear,Over-speeding,Minor,0,0,3
650,02/12/2023,2023,February,Sunday,Night,Bagmati,Bhaktapur,Urban Road,Jeep,Rainy,Careless Driving,Minor,0,0,3
651,05/03/2022,2022,May,Tuesday,Early Morning,Madhesh,Parsa,Highway,Truck,Foggy,Over-speeding,Serious,0,2,1
652,09/01/2022,2022,September,Thursday,Early Morning,Sudurpashchim,Dadeldhura,Rural Road,Motorcycle,Clear,Over-speeding,Minor,0,1,3
653,07/12/2023,2023,July,Wednesday,Night,Bagmati,Lalitpur,Rural Road,Bus,Clear,Poor Road Condition,Minor,0,2,1
654,11/04/2024,2024,November,Monday,Afternoon,Karnali,Surkhet,Rural Road,Motorcycle,Clear,Careless Driving,Minor,0,1,1
655,05/21/2023,2023,May,Sunday,Early Morning,Bagmati,Kathmandu,Rural Road,Car,Foggy,Poor Road Condition,Fatal,6,3,1
656,01/03/2024,2024,January,Wednesday,Morning,Lumbini,Banke,Highway,Car,Clear,Careless Driving,Serious,0,5,2
657,04/28/2020,2020,April,Tuesday,Evening,Bagmati,Chitwan,Urban Road,Car,Rainy,Careless Driving,Serious,0,2,1
658,12/17/2024,2024,December,Tuesday,Night,Lumbini,Dang,Urban Road,Jeep,Clear,Careless Driving,Minor,0,1,1
659,04/16/2021,2021,April,Friday,Evening,Madhesh,Bara,Rural Road,Motorcycle,Rainy,Mechanical Failure,Minor,0,1,3
660,02/06/2021,2021,February,Saturday,Early Morning,Sudurpashchim,Kanchanpur,Rural Road,Car,Clear,Over-speeding,Minor,0,1,2
661,02/23/2024,2024,February,Friday,Afternoon,Madhesh,Parsa,Urban Road,Car,Clear,Mechanical Failure,Minor,0,2,4
662,10/23/2020,2020,October,Friday,Afternoon,Bagmati,Makwanpur,Rural Road,Motorcycle,Clear,Over-speeding,Minor,0,2,1
663,02/13/2021,2021,February,Saturday,Night,Koshi,Morang,Urban Road,Motorcycle,Clear,Careless Driving,Serious,0,2,3
664,10/27/2024,2024,October,Sunday,Night,Sudurpashchim,Kailali,Highway,Motorcycle,Clear,Mechanical Failure,Serious,0,2,3
665,07/15/2024,2024,July,Monday,Morning,Bagmati,Bhaktapur,Urban Road,Bus,Clear,Drunk Driving,Fatal,6,2,3
666,09/09/2020,2020,September,Wednesday,Early Morning,Sudurpashchim,Kanchanpur,Highway,Motorcycle,Clear,Over-speeding,Serious,0,6,4
667,09/05/2020,2020,September,Saturday,Evening,Gandaki,Kaski,Rural Road,Motorcycle,Clear,Poor Road Condition,Serious,0,6,2
668,08/08/2020,2020,August,Saturday,Evening,Lumbini,Dang,Rural Road,Motorcycle,Rainy,Careless Driving,Minor,0,0,2
669,10/02/2020,2020,October,Friday,Evening,Sudurpashchim,Kanchanpur,Urban Road,Car,Clear,Careless Driving,Minor,0,0,2
670,04/30/2022,2022,April,Saturday,Afternoon,Karnali,Surkhet,Highway,Car,Clear,Over-speeding,Fatal,2,2,3
671,04/21/2023,2023,April,Friday,Night,Bagmati,Chitwan,Urban Road,Motorcycle,Clear,Careless Driving,Minor,0,2,2
672,05/20/2021,2021,May,Thursday,Afternoon,Lumbini,Banke,Highway,Motorcycle,Clear,Careless Driving,Minor,0,2,1
673,11/06/2021,2021,November,Saturday,Night,Sudurpashchim,Kailali,Highway,Motorcycle,Rainy,Drunk Driving,Minor,0,1,4
674,03/17/2020,2020,March,Tuesday,Evening,Bagmati,Makwanpur,Urban Road,Car,Rainy,Mechanical Failure,Fatal,5,2,2
675,04/19/2021,2021,April,Monday,Early Morning,Karnali,Dailekh,Urban Road,Motorcycle,Foggy,Over-speeding,Serious,0,4,1
676,05/16/2023,2023,May,Tuesday,Evening,Lumbini,Dang,Highway,Motorcycle,Clear,Careless Driving,Serious,0,6,3
677,05/23/2021,2021,May,Sunday,Morning,Karnali,Dailekh,Rural Road,Motorcycle,Clear,Drunk Driving,Minor,0,0,3
678,05/27/2023,2023,May,Saturday,Night,Madhesh,Dhanusha,Highway,Motorcycle,Clear,Careless Driving,Fatal,3,4,3
679,09/10/2020,2020,September,Thursday,Evening,Gandaki,Syangja,Rural Road,Motorcycle,Rainy,Drunk Driving,Minor,0,0,3
680,09/22/2020,2020,September,Tuesday,Afternoon,Koshi,Jhapa,Urban Road,Motorcycle,Foggy,Over-speeding,Minor,0,2,4
681,05/01/2024,2024,May,Wednesday,Evening,Koshi,Morang,Urban Road,Motorcycle,Clear,Poor Road Condition,Minor,0,0,4
682,03/31/2020,2020,March,Tuesday,Night,Lumbini,Dang,Highway,Motorcycle,Clear,Over-speeding,Serious,0,5,4
683,12/04/2021,2021,December,Saturday,Early Morning,Koshi,Morang,Urban Road,Car,Clear,Drunk Driving,Serious,0,6,4
684,08/17/2022,2022,August,Wednesday,Evening,Lumbini,Rupandehi,Highway,Bus,Clear,Over-speeding,Minor,0,0,1
685,03/26/2024,2024,March,Tuesday,Night,Lumbini,Banke,Highway,Car,Clear,Drunk Driving,Minor,0,2,4
686,05/17/2024,2024,May,Friday,Night,Gandaki,Syangja,Highway,Motorcycle,Rainy,Careless Driving,Fatal,4,1,4
687,11/09/2021,2021,November,Tuesday,Early Morning,Bagmati,Kathmandu,Highway,Motorcycle,Foggy,Drunk Driving,Fatal,2,4,2
688,10/06/2022,2022,October,Thursday,Early Morning,Lumbini,Banke,Highway,Truck,Clear,Poor Road Condition,Fatal,5,3,1
689,06/23/2024,2024,June,Sunday,Night,Lumbini,Rupandehi,Urban Road,Car,Rainy,Over-speeding,Minor,0,1,4
690,04/06/2020,2020,April,Monday,Night,Sudurpashchim,Dadeldhura,Highway,Motorcycle,Clear,Poor Road Condition,Minor,0,0,4
691,04/20/2021,2021,April,Tuesday,Night,Gandaki,Syangja,Urban Road,Motorcycle,Clear,Careless Driving,Minor,0,0,4
692,08/20/2021,2021,August,Friday,Early Morning,Madhesh,Dhanusha,Urban Road,Motorcycle,Rainy,Drunk Driving,Minor,0,2,1
693,03/24/2020,2020,March,Tuesday,Early Morning,Madhesh,Parsa,Highway,Bus,Clear,Drunk Driving,Minor,0,2,1
694,11/02/2024,2024,November,Saturday,Early Morning,Bagmati,Bhaktapur,Highway,Motorcycle,Clear,Poor Road Condition,Serious,0,6,2
695,09/18/2020,2020,September,Friday,Night,Sudurpashchim,Kanchanpur,Rural Road,Bus,Rainy,Over-speeding,Fatal,4,1,3
696,04/20/2020,2020,April,Monday,Afternoon,Bagmati,Lalitpur,Highway,Motorcycle,Clear,Careless Driving,Minor,0,1,4
697,05/04/2024,2024,May,Saturday,Night,Madhesh,Parsa,Rural Road,Bus,Rainy,Drunk Driving,Fatal,4,2,2
698,11/15/2020,2020,November,Sunday,Night,Koshi,Sunsari,Highway,Car,Clear,Over-speeding,Minor,0,0,3
699,07/20/2021,2021,July,Tuesday,Early Morning,Karnali,Surkhet,Rural Road,Bus,Clear,Careless Driving,Minor,0,1,2
700,06/02/2020,2020,June,Tuesday,Evening,Karnali,Dailekh,Highway,Motorcycle,Foggy,Poor Road Condition,Serious,0,3,1
701,01/17/2020,2020,January,Friday,Night,Gandaki,Kaski,Highway,Motorcycle,Rainy,Careless Driving,Minor,0,2,3
702,04/18/2020,2020,April,Saturday,Morning,Karnali,Surkhet,Rural Road,Motorcycle,Clear,Drunk Driving,Serious,0,3,4
703,10/24/2023,2023,October,Tuesday,Night,Gandaki,Kaski,Urban Road,Bus,Rainy,Mechanical Failure,Minor,0,2,3
704,05/22/2021,2021,May,Saturday,Afternoon,Bagmati,Makwanpur,Urban Road,Jeep,Clear,Careless Driving,Minor,0,1,1
705,08/04/2023,2023,August,Friday,Night,Bagmati,Bhaktapur,Urban Road,Car,Clear,Poor Road Condition,Serious,0,5,4
706,07/02/2023,2023,July,Sunday,Morning,Madhesh,Bara,Rural Road,Car,Clear,Drunk Driving,Minor,0,2,4
707,01/15/2023,2023,January,Sunday,Morning,Madhesh,Dhanusha,Highway,Motorcycle,Clear,Mechanical Failure,Minor,0,1,4
708,03/22/2024,2024,March,Friday,Afternoon,Koshi,Jhapa,Urban Road,Motorcycle,Rainy,Drunk Driving,Minor,0,2,2
709,12/23/2021,2021,December,Thursday,Night,Bagmati,Chitwan,Rural Road,Car,Clear,Careless Driving,Fatal,1,1,1
710,11/16/2021,2021,November,Tuesday,Night,Sudurpashchim,Kanchanpur,Rural Road,Truck,Foggy,Over-speeding,Minor,0,1,2
711,08/22/2020,2020,August,Saturday,Afternoon,Koshi,Sunsari,Highway,Car,Rainy,Drunk Driving,Minor,0,2,1
712,02/11/2020,2020,February,Tuesday,Early Morning,Sudurpashchim,Dadeldhura,Rural Road,Car,Clear,Careless Driving,Fatal,2,4,3
713,01/18/2024,2024,January,Thursday,Afternoon,Koshi,Jhapa,Highway,Bus,Clear,Drunk Driving,Minor,0,2,4
714,10/04/2024,2024,October,Friday,Evening,Lumbini,Dang,Urban Road,Car,Clear,Mechanical Failure,Fatal,4,1,4
715,05/01/2021,2021,May,Saturday,Early Morning,Koshi,Morang,Highway,Car,Clear,Over-speeding,Minor,0,0,2
716,06/03/2024,2024,June,Monday,Evening,Karnali,Dailekh,Highway,Bus,Rainy,Over-speeding,Minor,0,1,2
717,10/09/2020,2020,October,Friday,Morning,Bagmati,Lalitpur,Rural Road,Car,Clear,Mechanical Failure,Minor,0,2,4
718,12/09/2024,2024,December,Monday,Evening,Lumbini,Dang,Highway,Motorcycle,Rainy,Over-speeding,Minor,0,2,4
719,02/29/2024,2024,February,Thursday,Early Morning,Karnali,Surkhet,Highway,Motorcycle,Clear,Careless Driving,Minor,0,1,4
720,08/15/2024,2024,August,Thursday,Afternoon,Madhesh,Parsa,Rural Road,Car,Clear,Over-speeding,Minor,0,0,1
721,10/25/2021,2021,October,Monday,Night,Karnali,Surkhet,Highway,Car,Clear,Poor Road Condition,Minor,0,0,1
722,10/12/2020,2020,October,Monday,Early Morning,Madhesh,Parsa,Highway,Car,Rainy,Drunk Driving,Minor,0,2,1
723,01/30/2024,2024,January,Tuesday,Morning,Gandaki,Tanahun,Highway,Bus,Clear,Over-speeding,Serious,0,3,4
724,12/03/2022,2022,December,Saturday,Early Morning,Gandaki,Tanahun,Highway,Motorcycle,Clear,Mechanical Failure,Minor,0,2,2
725,12/26/2024,2024,December,Thursday,Early Morning,Madhesh,Parsa,Highway,Motorcycle,Clear,Over-speeding,Minor,0,2,1
726,08/30/2023,2023,August,Wednesday,Afternoon,Koshi,Sunsari,Highway,Motorcycle,Clear,Over-speeding,Minor,0,1,2
727,04/23/2023,2023,April,Sunday,Morning,Koshi,Morang,Rural Road,Motorcycle,Clear,Over-speeding,Minor,0,2,2
728,12/30/2020,2020,December,Wednesday,Morning,Madhesh,Parsa,Highway,Bus,Clear,Poor Road Condition,Minor,0,1,1
729,07/29/2023,2023,July,Saturday,Evening,Karnali,Jajarkot,Highway,Car,Clear,Careless Driving,Minor,0,1,4
730,09/02/2022,2022,September,Friday,Evening,Bagmati,Lalitpur,Highway,Motorcycle,Clear,Careless Driving,Minor,0,1,1
731,08/07/2022,2022,August,Sunday,Night,Bagmati,Lalitpur,Rural Road,Motorcycle,Rainy,Poor Road Condition,Serious,0,4,1
732,01/22/2022,2022,January,Saturday,Early Morning,Gandaki,Tanahun,Urban Road,Bus,Rainy,Over-speeding,Minor,0,2,3
733,11/16/2023,2023,November,Thursday,Evening,Gandaki,Kaski,Rural Road,Car,Clear,Careless Driving,Minor,0,0,4
734,09/27/2020,2020,September,Sunday,Morning,Karnali,Dailekh,Highway,Motorcycle,Clear,Over-speeding,Minor,0,1,1
735,05/05/2024,2024,May,Sunday,Afternoon,Madhesh,Dhanusha,Urban Road,Car,Rainy,Over-speeding,Serious,0,6,2
736,01/29/2024,2024,January,Monday,Evening,Lumbini,Banke,Urban Road,Motorcycle,Clear,Careless Driving,Minor,0,2,3
737,03/10/2024,2024,March,Sunday,Morning,Karnali,Jajarkot,Highway,Motorcycle,Rainy,Over-speeding,Minor,0,2,2
738,12/17/2022,2022,December,Saturday,Afternoon,Koshi,Sunsari,Urban Road,Truck,Clear,Poor Road Condition,Minor,0,1,2
739,04/22/2024,2024,April,Monday,Early Morning,Gandaki,Syangja,Rural Road,Motorcycle,Rainy,Careless Driving,Minor,0,2,1
740,05/26/2022,2022,May,Thursday,Early Morning,Bagmati,Bhaktapur,Urban Road,Motorcycle,Clear,Careless Driving,Minor,0,2,3
741,08/25/2021,2021,August,Wednesday,Afternoon,Koshi,Sunsari,Urban Road,Car,Clear,Poor Road Condition,Fatal,2,2,4
742,02/20/2022,2022,February,Sunday,Evening,Lumbini,Rupandehi,Highway,Car,Clear,Poor Road Condition,Minor,0,2,3
743,05/19/2020,2020,May,Tuesday,Night,Sudurpashchim,Kailali,Highway,Motorcycle,Clear,Mechanical Failure,Minor,0,0,4
744,12/20/2022,2022,December,Tuesday,Morning,Bagmati,Lalitpur,Urban Road,Bus,Clear,Careless Driving,Minor,0,1,4
745,01/25/2022,2022,January,Tuesday,Night,Madhesh,Dhanusha,Highway,Bus,Rainy,Mechanical Failure,Fatal,5,1,3
746,02/24/2021,2021,February,Wednesday,Evening,Madhesh,Parsa,Highway,Bus,Foggy,Careless Driving,Serious,0,2,3
747,01/05/2022,2022,January,Wednesday,Night,Sudurpashchim,Dadeldhura,Urban Road,Truck,Foggy,Over-speeding,Fatal,6,1,2
748,02/15/2022,2022,February,Tuesday,Afternoon,Gandaki,Syangja,Urban Road,Bus,Clear,Over-speeding,Minor,0,1,3
749,11/16/2020,2020,November,Monday,Evening,Gandaki,Tanahun,Highway,Bus,Clear,Careless Driving,Minor,0,1,4
750,06/18/2023,2023,June,Sunday,Night,Sudurpashchim,Kanchanpur,Highway,Motorcycle,Clear,Careless Driving,Minor,0,1,1
751,05/19/2023,2023,May,Friday,Early Morning,Karnali,Dailekh,Highway,Motorcycle,Foggy,Over-speeding,Minor,0,0,4
752,01/23/2023,2023,January,Monday,Evening,Gandaki,Syangja,Rural Road,Motorcycle,Rainy,Over-speeding,Minor,0,0,4
753,07/12/2020,2020,July,Sunday,Early Morning,Madhesh,Dhanusha,Rural Road,Bus,Foggy,Poor Road Condition,Serious,0,2,1
754,12/05/2023,2023,December,Tuesday,Afternoon,Koshi,Jhapa,Highway,Motorcycle,Clear,Mechanical Failure,Serious,0,2,3
755,01/02/2021,2021,January,Saturday,Evening,Madhesh,Bara,Urban Road,Motorcycle,Clear,Over-speeding,Minor,0,0,1
756,09/01/2021,2021,September,Wednesday,Early Morning,Karnali,Surkhet,Rural Road,Car,Clear,Mechanical Failure,Minor,0,1,2
757,09/11/2023,2023,September,Monday,Afternoon,Gandaki,Kaski,Urban Road,Motorcycle,Clear,Careless Driving,Fatal,4,1,2
758,02/24/2023,2023,February,Friday,Night,Bagmati,Chitwan,Highway,Truck,Clear,Mechanical Failure,Minor,0,2,4
759,02/02/2023,2023,February,Thursday,Afternoon,Sudurpashchim,Dadeldhura,Highway,Motorcycle,Clear,Poor Road Condition,Fatal,3,4,3
760,09/11/2021,2021,September,Saturday,Afternoon,Gandaki,Syangja,Highway,Car,Clear,Poor Road Condition,Minor,0,1,4
761,11/15/2020,2020,November,Sunday,Afternoon,Sudurpashchim,Dadeldhura,Urban Road,Motorcycle,Foggy,Over-speeding,Minor,0,0,3
762,09/02/2022,2022,September,Friday,Early Morning,Sudurpashchim,Kailali,Highway,Motorcycle,Foggy,Careless Driving,Minor,0,2,2
763,07/31/2022,2022,July,Sunday,Afternoon,Gandaki,Syangja,Urban Road,Motorcycle,Clear,Drunk Driving,Minor,0,2,4
764,11/18/2020,2020,November,Wednesday,Afternoon,Bagmati,Chitwan,Highway,Car,Clear,Careless Driving,Minor,0,1,1
765,06/09/2021,2021,June,Wednesday,Afternoon,Lumbini,Banke,Highway,Motorcycle,Rainy,Careless Driving,Minor,0,1,2
766,04/18/2023,2023,April,Tuesday,Night,Koshi,Jhapa,Highway,Truck,Clear,Drunk Driving,Minor,0,0,3
767,01/27/2022,2022,January,Thursday,Afternoon,Koshi,Sunsari,Highway,Motorcycle,Clear,Poor Road Condition,Fatal,5,1,4
768,05/09/2021,2021,May,Sunday,Evening,Madhesh,Parsa,Highway,Motorcycle,Rainy,Careless Driving,Serious,0,6,3
769,04/28/2021,2021,April,Wednesday,Early Morning,Madhesh,Parsa,Rural Road,Car,Clear,Careless Driving,Minor,0,0,4
770,02/19/2024,2024,February,Monday,Morning,Karnali,Jajarkot,Highway,Motorcycle,Foggy,Over-speeding,Minor,0,1,2
771,04/27/2021,2021,April,Tuesday,Early Morning,Koshi,Jhapa,Highway,Car,Foggy,Careless Driving,Minor,0,0,1
772,12/26/2024,2024,December,Thursday,Evening,Madhesh,Parsa,Highway,Motorcycle,Rainy,Drunk Driving,Minor,0,2,2
773,04/29/2021,2021,April,Thursday,Early Morning,Gandaki,Tanahun,Highway,Motorcycle,Clear,Mechanical Failure,Minor,0,1,3
774,03/14/2022,2022,March,Monday,Afternoon,Koshi,Sunsari,Highway,Motorcycle,Clear,Careless Driving,Minor,0,0,2
775,08/06/2022,2022,August,Saturday,Early Morning,Karnali,Dailekh,Highway,Motorcycle,Rainy,Poor Road Condition,Minor,0,2,1
776,11/29/2023,2023,November,Wednesday,Early Morning,Madhesh,Parsa,Rural Road,Motorcycle,Foggy,Careless Driving,Serious,0,4,2
777,10/23/2023,2023,October,Monday,Early Morning,Sudurpashchim,Kailali,Highway,Motorcycle,Clear,Careless Driving,Minor,0,2,3
778,09/24/2021,2021,September,Friday,Evening,Gandaki,Kaski,Highway,Truck,Foggy,Over-speeding,Serious,0,4,3
779,09/20/2022,2022,September,Tuesday,Morning,Koshi,Sunsari,Highway,Motorcycle,Clear,Poor Road Condition,Fatal,3,2,2
780,09/11/2024,2024,September,Wednesday,Night,Madhesh,Bara,Highway,Bus,Clear,Careless Driving,Minor,0,2,4
781,09/16/2021,2021,September,Thursday,Early Morning,Bagmati,Lalitpur,Urban Road,Motorcycle,Rainy,Over-speeding,Minor,0,1,2
782,02/04/2024,2024,February,Sunday,Afternoon,Madhesh,Bara,Urban Road,Motorcycle,Clear,Poor Road Condition,Fatal,5,2,2
783,10/23/2021,2021,October,Saturday,Evening,Koshi,Jhapa,Urban Road,Car,Rainy,Over-speeding,Fatal,4,2,2
784,03/28/2021,2021,March,Sunday,Evening,Sudurpashchim,Kailali,Urban Road,Truck,Clear,Careless Driving,Serious,0,5,1
785,05/12/2024,2024,May,Sunday,Evening,Koshi,Morang,Highway,Motorcycle,Clear,Over-speeding,Serious,0,4,4
786,10/29/2020,2020,October,Thursday,Morning,Sudurpashchim,Kanchanpur,Urban Road,Car,Clear,Mechanical Failure,Minor,0,2,1
787,07/22/2021,2021,July,Thursday,Morning,Sudurpashchim,Dadeldhura,Urban Road,Motorcycle,Rainy,Over-speeding,Minor,0,1,3
788,09/29/2023,2023,September,Friday,Morning,Gandaki,Tanahun,Urban Road,Truck,Clear,Mechanical Failure,Minor,0,2,1
789,01/18/2024,2024,January,Thursday,Night,Gandaki,Kaski,Highway,Motorcycle,Clear,Careless Driving,Minor,0,2,3
790,12/18/2020,2020,December,Friday,Early Morning,Lumbini,Banke,Highway,Car,Clear,Over-speeding,Serious,0,6,3
791,01/11/2022,2022,January,Tuesday,Evening,Bagmati,Bhaktapur,Highway,Motorcycle,Clear,Poor Road Condition,Minor,0,1,4
792,08/11/2021,2021,August,Wednesday,Afternoon,Sudurpashchim,Dadeldhura,Highway,Motorcycle,Clear,Careless Driving,Minor,0,0,4
793,08/25/2020,2020,August,Tuesday,Afternoon,Sudurpashchim,Dadeldhura,Highway,Motorcycle,Rainy,Over-speeding,Serious,0,6,4
794,11/16/2022,2022,November,Wednesday,Early Morning,Bagmati,Bhaktapur,Urban Road,Motorcycle,Clear,Over-speeding,Minor,0,1,3
795,12/03/2023,2023,December,Sunday,Early Morning,Lumbini,Rupandehi,Urban Road,Motorcycle,Rainy,Poor Road Condition,Minor,0,1,3
796,09/19/2023,2023,September,Tuesday,Early Morning,Koshi,Sunsari,Highway,Motorcycle,Clear,Poor Road Condition,Minor,0,0,1
797,04/24/2023,2023,April,Monday,Afternoon,Madhesh,Bara,Highway,Car,Foggy,Careless Driving,Minor,0,0,1
798,06/30/2023,2023,June,Friday,Evening,Bagmati,Kathmandu,Urban Road,Car,Clear,Over-speeding,Fatal,6,3,2
799,06/12/2021,2021,June,Saturday,Afternoon,Lumbini,Banke,Highway,Bus,Clear,Over-speeding,Fatal,3,4,2
800,10/10/2024,2024,October,Thursday,Early Morning,Bagmati,Lalitpur,Highway,Car,Clear,Mechanical Failure,Minor,0,0,2
801,10/26/2023,2023,October,Thursday,Night,Lumbini,Banke,Highway,Motorcycle,Rainy,Over-speeding,Minor,0,0,3
802,07/03/2021,2021,July,Saturday,Afternoon,Koshi,Morang,Highway,Motorcycle,Foggy,Over-speeding,Serious,0,3,1
803,07/17/2021,2021,July,Saturday,Morning,Lumbini,Banke,Highway,Car,Clear,Careless Driving,Minor,0,1,1
804,02/14/2023,2023,February,Tuesday,Evening,Bagmati,Makwanpur,Highway,Car,Clear,Mechanical Failure,Minor,0,0,3
805,01/12/2023,2023,January,Thursday,Evening,Sudurpashchim,Dadeldhura,Urban Road,Motorcycle,Rainy,Careless Driving,Serious,0,4,4
806,12/22/2022,2022,December,Thursday,Morning,Sudurpashchim,Dadeldhura,Highway,Car,Clear,Poor Road Condition,Serious,0,2,1
807,04/06/2023,2023,April,Thursday,Early Morning,Lumbini,Dang,Highway,Motorcycle,Foggy,Careless Driving,Minor,0,1,4
808,03/24/2023,2023,March,Friday,Morning,Gandaki,Kaski,Urban Road,Motorcycle,Clear,Poor Road Condition,Minor,0,0,4
809,01/29/2021,2021,January,Friday,Early Morning,Madhesh,Bara,Urban Road,Motorcycle,Clear,Careless Driving,Minor,0,0,4
810,02/24/2021,2021,February,Wednesday,Night,Lumbini,Rupandehi,Urban Road,Motorcycle,Clear,Drunk Driving,Minor,0,2,1
